
******************************************************************************

       Photoionization cross-sections for O III

>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width  499 km/sec

          Types of cross sections included:
         -----------------------------------

           1 - Seaton formula fit [sigma_o,alpha,beta]                  
          20 - Opacity Project: smoothed [number of data pairs]         

 [Reference] O\,{\sc iii} photoionization data from \citep{LPS89_OIII_phot}.

******************************************************************************

14-Mar-2002                             !Date
 1.08645D+01 8.685D-02
 1.08735D+01 1.312D-01
 1.08916D+01 2.282D-01
 1.09007D+01 2.605D-01
 1.09098D+01 2.782D-01
 1.09554D+01 3.064D-01
 1.09919D+01 3.945D-01
 1.10194D+01 4.143D-01
 1.10931D+01 4.042D-01
 1.30068D+01 2.628D-02
 1.30285D+01 2.219D-02
 1.30502D+01 1.889D-02
 1.30720D+01 1.711D-02
 1.31047D+01 1.647D-02
 1.39963D+01 1.385D-02
 1.49860D+01 1.158D-02
 1.60591D+01 9.638D-03
 1.72090D+01 8.015D-03
 1.84412D+01 6.655D-03
 1.97617D+01 5.519D-03
 2.11767D+01 4.571D-03
 2.26741D+01 3.789D-03
 2.42977D+01 3.130D-03
 2.55433D+01 2.725D-03
 2.86320D+01 1.979D-03
 3.05292D+01 1.651D-03
 3.21210D+01 1.429D-03
 3.42493D+01 1.190D-03
 3.60351D+01 1.029D-03
 3.84228D+01 8.550D-04
 4.04262D+01 7.380D-04
 4.23925D+01 6.429D-04
 4.51261D+01 5.356D-04
 4.74790D+01 4.614D-04
 4.97883D+01 4.012D-04
 5.29990D+01 3.336D-04
 5.83772D+01 2.502D-04
 6.40873D+01 1.892D-04
 7.02972D+01 1.432D-04
 7.70447D+01 1.085D-04
 8.45103D+01 8.181D-05
 9.26220D+01 6.176D-05
 1.01343D+02 4.679D-05
 1.11071D+02 3.522D-05
 1.21732D+02 2.647D-05
 1.33528D+02 1.982D-05
 1.46344D+02 1.486D-05
 1.57347D+02 1.182D-05
 1.72019D+02 8.908D-06
 1.84798D+02 7.093D-06
 1.98195D+02 5.674D-06
 2.12387D+02 4.548D-06
 2.27405D+02 3.652D-06
 2.43688D+02 2.923D-06
 2.61138D+02 2.339D-06
 2.79137D+02 1.885D-06
 2.99125D+02 1.506D-06
 3.20276D+02 1.206D-06
 3.43210D+02 9.626D-07
 3.67785D+02 7.680D-07
 3.94120D+02 6.124D-07
 4.13979D+02 5.213D-07
 4.41042D+02 4.234D-07
 4.64038D+02 3.581D-07
 4.86608D+02 3.063D-07
 5.17555D+02 2.499D-07
 5.44087D+02 2.118D-07
 5.71027D+02 1.805D-07
 6.26359D+02 1.328D-07
 6.86480D+02 9.793D-08
 7.51119D+02 7.256D-08
 8.06917D+02 5.713D-08
 8.64696D+02 4.534D-08
 9.26612D+02 3.597D-08
 9.90482D+02 2.876D-08
 1.06052D+03 2.286D-08
 1.11396D+03 1.939D-08
 1.16717D+03 1.657D-08
 1.27813D+03 1.220D-08
 1.37079D+03 9.636D-09
 1.46528D+03 7.692D-09
 1.60995D+03 5.595D-09
 1.71805D+03 4.489D-09
 1.80312D+03 3.832D-09
2s2_2p2_1De                             !Configuration name
20                                      !Type of cross-section
163                                     !Number of cross-section points
 1.00000D+00 3.679D+00
 1.05918D+00 3.850D+00
 1.06449D+00 3.735D+00
 1.09416D+00 3.623D+00
 1.09599D+00 3.691D+00
 1.09873D+00 4.196D+00
 1.10056D+00 4.315D+00
 1.10332D+00 4.207D+00
 1.10608D+00 4.347D+00
 1.11069D+00 5.304D+00
 1.11162D+00 5.324D+00
 1.11533D+00 4.446D+00
 1.11626D+00 4.361D+00
 1.11812D+00 4.471D+00
 1.11999D+00 4.951D+00
 1.12092D+00 5.503D+00
 1.12186D+00 6.541D+00
 1.12279D+00 8.339D+00
 1.12466D+00 1.363D+01
 1.12560D+00 1.541D+01
 1.12654D+00 1.535D+01
 1.12748D+00 1.344D+01
 1.12936D+00 7.379D+00
 1.13030D+00 4.892D+00
 1.13124D+00 3.318D+00
 1.13218D+00 2.641D+00
 1.13313D+00 2.648D+00
 1.13502D+00 3.510D+00
 1.13596D+00 3.772D+00
 1.13691D+00 3.719D+00
 1.13976D+00 2.918D+00
 1.14071D+00 2.808D+00
 1.14261D+00 2.766D+00
 1.15217D+00 2.877D+00
 1.15602D+00 2.834D+00
 1.18035D+00 3.142D+00
 1.18330D+00 3.266D+00
 1.18528D+00 3.556D+00
 1.18626D+00 3.915D+00
 1.18725D+00 4.486D+00
 1.19023D+00 6.768D+00
 1.19122D+00 7.876D+00
 1.19320D+00 1.123D+01
 1.19420D+00 1.210D+01
 1.19519D+00 1.133D+01
 1.19619D+00 9.111D+00
 1.19719D+00 6.451D+00
 1.19819D+00 4.336D+00
 1.19918D+00 3.128D+00
 1.20018D+00 2.627D+00
 1.20118D+00 2.494D+00
 1.20720D+00 2.643D+00
 1.21528D+00 2.716D+00
 1.22341D+00 3.042D+00
 1.22443D+00 3.211D+00
 1.22749D+00 4.257D+00
 1.22851D+00 4.356D+00
 1.22954D+00 4.089D+00
 1.23159D+00 3.051D+00
 1.23261D+00 2.709D+00
 1.23364D+00 2.559D+00
 1.23467D+00 2.523D+00
 1.24086D+00 2.644D+00
 1.24293D+00 2.764D+00
 1.24396D+00 2.908D+00
 1.24500D+00 3.206D+00
 1.24604D+00 3.734D+00
 1.24812D+00 5.040D+00
 1.24916D+00 5.183D+00
 1.25020D+00 4.737D+00
 1.25228D+00 3.218D+00
 1.25333D+00 2.766D+00
 1.25437D+00 2.589D+00
 1.25542D+00 2.582D+00
 1.25646D+00 2.678D+00
 1.25751D+00 2.880D+00
 1.25856D+00 3.217D+00
 1.26066D+00 4.115D+00
 1.26171D+00 4.339D+00
 1.26276D+00 4.205D+00
 1.26487D+00 3.278D+00
 1.26592D+00 2.951D+00
 1.26698D+00 2.941D+00
 1.26803D+00 3.263D+00
 1.27015D+00 4.191D+00
 1.27121D+00 4.261D+00
 1.27333D+00 3.583D+00
 1.27439D+00 3.374D+00
 1.27758D+00 3.597D+00
 1.28077D+00 3.336D+00
 1.28291D+00 3.302D+00
 1.28398D+00 3.302D+00
 1.29042D+00 3.238D+00
 1.29688D+00 3.250D+00
 1.31319D+00 3.057D+00
 1.32528D+00 3.163D+00
 1.33082D+00 3.048D+00
 1.33749D+00 3.162D+00
 1.33860D+00 3.158D+00
 1.34868D+00 3.424D+00
 1.35205D+00 3.323D+00
 1.35657D+00 2.949D+00
 1.36110D+00 2.809D+00
 1.36906D+00 2.907D+00
 1.38166D+00 2.835D+00
 1.38743D+00 2.861D+00
 1.39438D+00 2.827D+00
 1.39787D+00 2.833D+00
 1.40840D+00 2.799D+00
 1.41782D+00 2.635D+00
 1.43087D+00 2.799D+00
 1.45128D+00 2.692D+00
 1.46343D+00 2.789D+00
 1.46953D+00 2.515D+00
 1.47321D+00 2.479D+00
 1.48554D+00 2.518D+00
 1.49547D+00 2.359D+00
 1.50924D+00 2.450D+00
 1.51554D+00 2.603D+00
 1.52060D+00 2.379D+00
 1.52314D+00 2.347D+00
 1.52695D+00 2.373D+00
 1.53333D+00 2.317D+00
 1.54358D+00 2.542D+00
 1.55003D+00 2.384D+00
 1.55261D+00 2.394D+00
 1.55779D+00 2.309D+00
 1.56169D+00 2.325D+00
 1.56821D+00 2.239D+00
 1.57345D+00 2.283D+00
 1.57870D+00 2.243D+00
 1.58133D+00 2.249D+00
 1.58926D+00 2.214D+00
 1.60523D+00 2.274D+00
 1.61462D+00 2.151D+00
 1.62677D+00 2.116D+00
 1.63493D+00 2.176D+00
 1.64723D+00 2.068D+00
 1.65411D+00 2.109D+00
 1.66101D+00 2.046D+00
 1.66517D+00 2.062D+00
 1.67212D+00 2.034D+00
 1.67352D+00 2.035D+00
 1.82196D+00 1.735D+00
 2.05765D+00 1.374D+00
 2.28733D+00 1.119D+00
 2.52154D+00 9.190D-01
 3.10808D+00 5.620D-01
 3.44351D+00 4.133D-01
 3.79928D+00 3.076D-01
 4.12940D+00 2.397D-01
 4.47328D+00 1.886D-01
 4.83772D+00 1.490D-01
 5.23186D+00 1.178D-01
 5.56459D+00 9.793D-02
 5.89880D+00 8.220D-02
 6.26351D+00 6.866D-02
 6.93370D+00 5.062D-02
 7.51110D+00 3.982D-02
 7.98214D+00 3.318D-02
 8.82151D+00 2.458D-02
 9.35132D+00 2.063D-02
 9.92122D+00 1.734D-02
2s2_2p2_1Se                             !Configuration name
20                                      !Type of cross-section
165                                     !Number of cross-section points
 1.00000D+00 5.402D+00
 1.02360D+00 5.401D+00
 1.03994D+00 5.641D+00
 1.04777D+00 6.086D+00
 1.05126D+00 6.548D+00
 1.05390D+00 7.246D+00
 1.05565D+00 8.247D+00
 1.05653D+00 9.235D+00
 1.05741D+00 1.101D+01
 1.05829D+00 1.419D+01
 1.05918D+00 1.924D+01
 1.06006D+00 2.559D+01
 1.06094D+00 3.100D+01
 1.06183D+00 3.237D+01
 1.06271D+00 2.826D+01
 1.06449D+00 1.228D+01
 1.06537D+00 6.516D+00
 1.06626D+00 3.549D+00
 1.06715D+00 2.490D+00
 1.06804D+00 2.323D+00
 1.07250D+00 3.067D+00
 1.07698D+00 3.469D+00
 1.08508D+00 3.813D+00
 1.10884D+00 4.360D+00
 1.11255D+00 4.685D+00
 1.11626D+00 5.470D+00
 1.11719D+00 5.549D+00
 1.11812D+00 5.422D+00
 1.12186D+00 3.799D+00
 1.12279D+00 3.603D+00
 1.12466D+00 3.504D+00
 1.13786D+00 3.910D+00
 1.14166D+00 4.203D+00
 1.14261D+00 4.193D+00
 1.14547D+00 3.609D+00
 1.14738D+00 3.422D+00
 1.16278D+00 3.724D+00
 1.16861D+00 3.564D+00
 1.20118D+00 3.778D+00
 1.20319D+00 3.917D+00
 1.20620D+00 4.466D+00
 1.20720D+00 4.492D+00
 1.21023D+00 3.937D+00
 1.21224D+00 3.820D+00
 1.21629D+00 3.998D+00
 1.22137D+00 4.493D+00
 1.22341D+00 4.406D+00
 1.22443D+00 4.471D+00
 1.22545D+00 4.733D+00
 1.22647D+00 5.338D+00
 1.22749D+00 6.569D+00
 1.22851D+00 8.755D+00
 1.23056D+00 1.477D+01
 1.23159D+00 1.594D+01
 1.23261D+00 1.432D+01
 1.23467D+00 6.670D+00
 1.23570D+00 3.914D+00
 1.23673D+00 2.593D+00
 1.23776D+00 2.213D+00
 1.23879D+00 2.239D+00
 1.24189D+00 2.680D+00
 1.24396D+00 2.809D+00
 1.24708D+00 2.770D+00
 1.26909D+00 3.051D+00
 1.27015D+00 3.049D+00
 1.27971D+00 3.184D+00
 1.28398D+00 3.103D+00
 1.29257D+00 3.305D+00
 1.29580D+00 3.675D+00
 1.29688D+00 3.979D+00
 1.29796D+00 4.520D+00
 1.29905D+00 5.413D+00
 1.30121D+00 7.874D+00
 1.30230D+00 8.516D+00
 1.30338D+00 8.108D+00
 1.30447D+00 6.762D+00
 1.30556D+00 5.099D+00
 1.30664D+00 3.743D+00
 1.30773D+00 2.939D+00
 1.30882D+00 2.585D+00
 1.30991D+00 2.478D+00
 1.31101D+00 2.470D+00
 1.32528D+00 2.839D+00
 1.33304D+00 3.551D+00
 1.33749D+00 3.415D+00
 1.33972D+00 3.516D+00
 1.34307D+00 3.922D+00
 1.34419D+00 3.821D+00
 1.34755D+00 3.012D+00
 1.34980D+00 2.734D+00
 1.35205D+00 2.640D+00
 1.35544D+00 2.710D+00
 1.35770D+00 2.887D+00
 1.35883D+00 3.113D+00
 1.35996D+00 3.522D+00
 1.36223D+00 4.634D+00
 1.36337D+00 4.824D+00
 1.36450D+00 4.503D+00
 1.36678D+00 3.187D+00
 1.36792D+00 2.775D+00
 1.36906D+00 2.618D+00
 1.37020D+00 2.613D+00
 1.37248D+00 2.801D+00
 1.37592D+00 3.445D+00
 1.37707D+00 3.498D+00
 1.38051D+00 2.884D+00
 1.38166D+00 2.827D+00
 1.38512D+00 3.304D+00
 1.38628D+00 3.333D+00
 1.38975D+00 2.986D+00
 1.39322D+00 3.204D+00
 1.39787D+00 3.070D+00
 1.40488D+00 3.113D+00
 1.41310D+00 3.034D+00
 1.41782D+00 3.058D+00
 1.42492D+00 3.021D+00
 1.42730D+00 3.023D+00
 1.46464D+00 2.954D+00
 1.47444D+00 3.059D+00
 1.48430D+00 2.768D+00
 1.49050D+00 2.795D+00
 1.53333D+00 2.645D+00
 1.54230D+00 2.426D+00
 1.57476D+00 2.555D+00
 1.57870D+00 2.552D+00
 1.59191D+00 2.652D+00
 1.59856D+00 2.433D+00
 1.60256D+00 2.403D+00
 1.61059D+00 2.416D+00
 1.61731D+00 2.394D+00
 1.62542D+00 2.253D+00
 1.64586D+00 2.439D+00
 1.65549D+00 2.257D+00
 1.65825D+00 2.259D+00
 1.66517D+00 2.193D+00
 1.67631D+00 2.320D+00
 1.68893D+00 2.165D+00
 1.69456D+00 2.237D+00
 1.70306D+00 2.149D+00
 1.70732D+00 2.181D+00
 1.71302D+00 2.142D+00
 1.71588D+00 2.147D+00
 1.72017D+00 2.136D+00
 1.72304D+00 2.137D+00
 1.99685D+00 1.609D+00
 2.24765D+00 1.283D+00
 2.49022D+00 1.051D+00
 2.74064D+00 8.677D-01
 2.98374D+00 7.402D-01
 3.30575D+00 5.449D-01
 3.65337D+00 4.036D-01
 4.02746D+00 3.013D-01
 4.37377D+00 2.352D-01
 4.73799D+00 1.851D-01
 5.12400D+00 1.463D-01
 5.54608D+00 1.154D-01
 5.90372D+00 9.566D-02
 6.25830D+00 8.030D-02
 6.64523D+00 6.708D-02
 7.33789D+00 4.982D-02
 7.94895D+00 3.919D-02
 8.44746D+00 3.266D-02
 9.33575D+00 2.419D-02
 9.89645D+00 2.031D-02
 1.03261D+01 1.798D-02
2s_2p3_5So                              !Configuration name
20                                      !Type of cross-section
93                                      !Number of cross-section points
 1.00000D+00 0.000D+00
 1.14451D+00 0.000D+00
 1.14547D+00 4.671D-06
 1.14642D+00 6.593D-05
 1.14738D+00 5.621D-04
 1.14834D+00 3.696D-03
 1.14929D+00 1.919D-02
 1.15025D+00 7.895D-02
 1.15121D+00 2.596D-01
 1.15217D+00 6.864D-01
 1.15313D+00 1.478D+00
 1.15409D+00 2.628D+00
 1.15505D+00 3.939D+00
 1.15602D+00 5.112D+00
 1.15698D+00 5.935D+00
 1.15794D+00 6.387D+00
 1.16084D+00 6.654D+00
 1.20118D+00 6.402D+00
 1.21427D+00 6.593D+00
 1.21832D+00 6.844D+00
 1.22035D+00 7.129D+00
 1.22239D+00 7.795D+00
 1.22341D+00 8.456D+00
 1.22545D+00 1.042D+01
 1.22647D+00 1.101D+01
 1.22749D+00 1.061D+01
 1.22851D+00 9.129D+00
 1.22954D+00 7.158D+00
 1.23056D+00 5.489D+00
 1.23159D+00 4.554D+00
 1.23261D+00 4.268D+00
 1.23673D+00 4.765D+00
 1.24396D+00 5.123D+00
 1.25228D+00 5.208D+00
 1.27651D+00 5.192D+00
 1.38281D+00 4.589D+00
 1.39671D+00 4.681D+00
 1.40254D+00 4.976D+00
 1.40488D+00 5.486D+00
 1.40722D+00 6.386D+00
 1.40840D+00 6.586D+00
 1.40957D+00 6.294D+00
 1.41192D+00 4.639D+00
 1.41310D+00 3.955D+00
 1.41428D+00 3.621D+00
 1.41546D+00 3.554D+00
 1.42018D+00 3.792D+00
 1.42968D+00 3.944D+00
 1.47444D+00 3.979D+00
 1.47936D+00 4.142D+00
 1.48307D+00 4.541D+00
 1.48430D+00 4.534D+00
 1.48554D+00 4.337D+00
 1.48802D+00 3.690D+00
 1.49050D+00 3.430D+00
 1.49797D+00 3.580D+00
 1.51681D+00 3.710D+00
 1.51934D+00 3.879D+00
 1.52314D+00 4.513D+00
 1.52441D+00 4.502D+00
 1.52823D+00 3.627D+00
 1.53077D+00 3.408D+00
 1.53973D+00 3.519D+00
 1.54616D+00 3.740D+00
 1.55003D+00 3.428D+00
 1.55261D+00 3.350D+00
 1.55909D+00 3.514D+00
 1.56560D+00 3.352D+00
 1.57083D+00 3.497D+00
 1.57345D+00 3.445D+00
 1.57739D+00 3.505D+00
 1.58529D+00 3.367D+00
 1.74616D+00 2.732D+00
 1.89947D+00 2.257D+00
 2.03379D+00 1.921D+00
 2.28733D+00 1.451D+00
 2.41462D+00 1.277D+00
 2.67521D+00 9.967D-01
 2.92955D+00 7.945D-01
 3.30575D+00 5.668D-01
 3.65337D+00 4.198D-01
 3.96751D+00 3.279D-01
 4.29432D+00 2.585D-01
 4.64419D+00 2.044D-01
 4.94367D+00 1.695D-01
 5.25370D+00 1.412D-01
 5.56459D+00 1.188D-01
 5.90372D+00 9.949D-02
 6.52453D+00 7.371D-02
 7.06786D+00 5.799D-02
 7.50484D+00 4.843D-02
 8.29402D+00 3.589D-02
 9.17382D+00 2.664D-02
2s_2p3_3Do                              !Configuration name
20                                      !Type of cross-section
398                                     !Number of cross-section points
 1.00000D+00 7.695D-01
 1.00250D+00 8.313D-01
 1.00501D+00 9.549D-01
 1.00669D+00 1.079D+00
 1.00837D+00 1.275D+00
 1.00921D+00 1.432D+00
 1.01173D+00 2.083D+00
 1.01258D+00 2.156D+00
 1.01511D+00 1.879D+00
 1.01596D+00 1.870D+00
 1.01765D+00 1.985D+00
 1.01850D+00 2.119D+00
 1.01935D+00 2.355D+00
 1.02020D+00 2.734D+00
 1.02105D+00 3.322D+00
 1.02190D+00 4.210D+00
 1.02275D+00 5.464D+00
 1.02360D+00 7.061D+00
 1.02446D+00 9.006D+00
 1.02531D+00 1.168D+01
 1.02617D+00 1.631D+01
 1.02702D+00 2.507D+01
 1.02788D+00 4.078D+01
 1.02873D+00 6.515D+01
 1.03045D+00 1.250D+02
 1.03131D+00 1.401D+02
 1.03217D+00 1.337D+02
 1.03303D+00 1.085D+02
 1.03389D+00 7.637D+01
 1.03475D+00 4.956D+01
 1.03561D+00 3.507D+01
 1.03648D+00 3.393D+01
 1.03734D+00 4.284D+01
 1.03821D+00 5.496D+01
 1.03907D+00 6.185D+01
 1.03994D+00 5.810D+01
 1.04080D+00 4.506D+01
 1.04167D+00 2.901D+01
 1.04254D+00 1.589D+01
 1.04341D+00 7.824D+00
 1.04428D+00 3.851D+00
 1.04515D+00 2.203D+00
 1.04602D+00 1.707D+00
 1.04689D+00 1.984D+00
 1.04777D+00 3.131D+00
 1.04864D+00 5.229D+00
 1.04951D+00 7.788D+00
 1.05039D+00 9.658D+00
 1.05126D+00 9.738D+00
 1.05214D+00 7.942D+00
 1.05302D+00 5.267D+00
 1.05390D+00 2.884D+00
 1.05477D+00 1.359D+00
 1.05565D+00 6.091D-01
 1.05653D+00 3.387D-01
 1.05741D+00 3.267D-01
 1.05829D+00 4.776D-01
 1.05918D+00 7.379D-01
 1.06006D+00 1.020D+00
 1.06094D+00 1.202D+00
 1.06183D+00 1.198D+00
 1.06271D+00 1.021D+00
 1.06449D+00 5.283D-01
 1.06537D+00 3.572D-01
 1.06626D+00 2.510D-01
 1.06715D+00 1.892D-01
 1.06804D+00 1.528D-01
 1.06893D+00 1.301D-01
 1.06982D+00 1.150D-01
 1.07160D+00 9.779D-02
 1.07250D+00 9.323D-02
 1.07429D+00 8.954D-02
 1.07698D+00 9.489D-02
 1.07877D+00 1.059D-01
 1.08057D+00 1.252D-01
 1.08147D+00 1.399D-01
 1.08237D+00 1.612D-01
 1.08327D+00 1.977D-01
 1.08418D+00 2.782D-01
 1.08508D+00 4.889D-01
 1.08599D+00 1.026D+00
 1.08689D+00 2.175D+00
 1.08780D+00 4.090D+00
 1.08870D+00 6.382D+00
 1.08961D+00 8.057D+00
 1.09052D+00 8.143D+00
 1.09143D+00 6.575D+00
 1.09234D+00 4.254D+00
 1.09325D+00 2.221D+00
 1.09416D+00 9.529D-01
 1.09507D+00 3.490D-01
 1.09599D+00 1.227D-01
 1.09690D+00 5.510D-02
 1.09781D+00 4.092D-02
 1.09873D+00 4.209D-02
 1.10056D+00 5.411D-02
 1.10332D+00 7.871D-02
 1.10424D+00 8.953D-02
 1.10516D+00 1.041D-01
 1.10608D+00 1.281D-01
 1.10700D+00 1.742D-01
 1.10792D+00 2.639D-01
 1.10884D+00 4.162D-01
 1.11069D+00 8.120D-01
 1.11162D+00 9.007D-01
 1.11255D+00 8.401D-01
 1.11440D+00 4.849D-01
 1.11533D+00 3.491D-01
 1.11626D+00 2.793D-01
 1.11719D+00 2.580D-01
 1.11812D+00 2.640D-01
 1.11905D+00 2.851D-01
 1.11999D+00 3.180D-01
 1.12092D+00 3.676D-01
 1.12186D+00 4.544D-01
 1.12279D+00 6.390D-01
 1.12373D+00 1.058D+00
 1.12466D+00 1.925D+00
 1.12560D+00 3.393D+00
 1.12748D+00 7.231D+00
 1.12842D+00 8.467D+00
 1.12936D+00 8.676D+00
 1.13030D+00 7.881D+00
 1.13124D+00 6.374D+00
 1.13218D+00 4.586D+00
 1.13313D+00 2.956D+00
 1.13407D+00 1.758D+00
 1.13502D+00 1.032D+00
 1.13596D+00 6.646D-01
 1.13691D+00 5.248D-01
 1.13786D+00 5.251D-01
 1.13976D+00 6.989D-01
 1.14071D+00 7.330D-01
 1.14166D+00 6.745D-01
 1.14356D+00 4.339D-01
 1.14451D+00 3.675D-01
 1.14547D+00 3.904D-01
 1.14642D+00 5.627D-01
 1.14738D+00 9.902D-01
 1.14834D+00 1.745D+00
 1.14929D+00 2.699D+00
 1.15025D+00 3.453D+00
 1.15121D+00 3.575D+00
 1.15217D+00 2.986D+00
 1.15313D+00 2.042D+00
 1.15409D+00 1.206D+00
 1.15505D+00 7.174D-01
 1.15602D+00 5.613D-01
 1.15698D+00 6.157D-01
 1.16084D+00 1.250D+00
 1.16181D+00 1.442D+00
 1.16375D+00 1.959D+00
 1.16472D+00 2.139D+00
 1.16569D+00 2.113D+00
 1.16666D+00 1.867D+00
 1.16763D+00 1.528D+00
 1.16861D+00 1.298D+00
 1.16958D+00 1.404D+00
 1.17056D+00 2.268D+00
 1.17153D+00 4.755D+00
 1.17251D+00 9.915D+00
 1.17446D+00 2.519D+01
 1.17544D+00 2.849D+01
 1.17642D+00 2.542D+01
 1.17838D+00 1.042D+01
 1.17937D+00 5.328D+00
 1.18035D+00 2.922D+00
