13-Mar-2002 18:22:42              !Date
 2.04306E+00   5.4205E-01
 2.04449E+00   6.2226E-01
 2.04521E+00   6.8829E-01
 2.04592E+00   7.8826E-01
 2.04664E+00   9.5332E-01
 2.04736E+00   1.2338E+00
 2.04807E+00   1.6814E+00
 2.04879E+00   2.3177E+00
 2.05022E+00   3.9136E+00
 2.05094E+00   4.5902E+00
 2.05166E+00   4.9515E+00
 2.05238E+00   4.8827E+00
 2.05309E+00   4.3819E+00
 2.05525E+00   1.7697E+00
 2.05597E+00   1.0910E+00
 2.05669E+00   6.4690E-01
 2.05741E+00   4.0925E-01
 2.05813E+00   3.1039E-01
 2.05885E+00   2.8841E-01
 2.05957E+00   3.0305E-01
 2.06245E+00   4.3725E-01
 2.06318E+00   4.4531E-01
 2.06390E+00   4.3245E-01
 2.06679E+00   2.9374E-01
 2.06824E+00   2.6710E-01
 2.07258E+00   2.8563E-01
 2.07476E+00   2.6051E-01
 2.07839E+00   1.7282E-01
 2.08057E+00   1.4679E-01
 2.08203E+00   1.4659E-01
 2.08276E+00   1.5541E-01
 2.08349E+00   1.7367E-01
 2.08422E+00   2.0330E-01
 2.08641E+00   3.3040E-01
 2.08714E+00   3.6080E-01
 2.08787E+00   3.7474E-01
 2.08933E+00   3.6058E-01
 2.09225E+00   3.0983E-01
 2.09959E+00   2.9839E-01
 2.11433E+00   3.1736E-01
 2.12026E+00   3.7763E-01
 2.12323E+00   3.7649E-01
 2.12620E+00   4.4745E-01
 2.12769E+00   4.2076E-01
 2.12992E+00   3.4620E-01
 2.13216E+00   3.3212E-01
 2.13814E+00   3.6438E-01
 2.14113E+00   4.0904E-01
 2.14263E+00   4.6162E-01
 2.14338E+00   5.1514E-01
 2.14413E+00   6.2122E-01
 2.14488E+00   8.4829E-01
 2.14563E+00   1.3268E+00
 2.14638E+00   2.2252E+00
 2.14713E+00   3.6485E+00
 2.14863E+00   7.1853E+00
 2.14939E+00   8.1879E+00
 2.15014E+00   8.0095E+00
 2.15089E+00   6.7086E+00
 2.15240E+00   2.9710E+00
 2.15315E+00   1.6242E+00
 2.15390E+00   8.4104E-01
 2.15466E+00   4.7575E-01
 2.15541E+00   3.3595E-01
 2.15616E+00   2.9216E-01
 2.15767E+00   2.8116E-01
 2.16070E+00   3.0566E-01
 2.16221E+00   3.3863E-01
 2.16297E+00   3.7475E-01
 2.16372E+00   4.4687E-01
 2.16448E+00   5.9088E-01
 2.16524E+00   8.5175E-01
 2.16599E+00   1.2506E+00
 2.16751E+00   2.1989E+00
 2.16827E+00   2.4645E+00
 2.16903E+00   2.4472E+00
 2.16979E+00   2.1716E+00
 2.17131E+00   1.3237E+00
 2.17207E+00   9.6285E-01
 2.17283E+00   7.0183E-01
 2.17359E+00   5.3364E-01
 2.17435E+00   4.3724E-01
 2.17511E+00   3.8825E-01
 2.17587E+00   3.6782E-01
 2.17739E+00   3.7205E-01
 2.18044E+00   4.6418E-01
 2.18120E+00   4.5143E-01
 2.18273E+00   3.4965E-01
 2.18349E+00   2.9499E-01
 2.18426E+00   2.5843E-01
 2.18502E+00   2.4180E-01
 2.18732E+00   2.4532E-01
 2.19729E+00   2.6559E-01
 2.22047E+00   2.8066E-01
 2.22436E+00   3.0438E-01
 2.23450E+00   2.8493E-01
 2.23607E+00   3.0423E-01
 2.23685E+00   3.4614E-01
 2.23763E+00   4.3822E-01
 2.23842E+00   5.9935E-01
 2.23998E+00   1.0548E+00
 2.24077E+00   1.2184E+00
 2.24155E+00   1.2507E+00
 2.24233E+00   1.1471E+00
 2.24390E+00   7.7614E-01
 2.24469E+00   6.3305E-01
 2.24547E+00   5.4602E-01
 2.24626E+00   5.0163E-01
 2.24783E+00   4.7832E-01
 2.25019E+00   5.1318E-01
 2.25098E+00   5.4732E-01
 2.25177E+00   6.1506E-01
 2.25256E+00   7.7015E-01
 2.25334E+00   1.1330E+00
 2.25413E+00   1.8827E+00
 2.25492E+00   3.1388E+00
 2.25571E+00   4.7163E+00
 2.25650E+00   6.0210E+00
 2.25729E+00   6.3655E+00
 2.25808E+00   5.5209E+00
 2.25966E+00   2.3935E+00
 2.26045E+00   1.3140E+00
 2.26124E+00   7.4656E-01
 2.26203E+00   4.8862E-01
 2.26283E+00   3.5440E-01
 2.26362E+00   2.5780E-01
 2.26441E+00   1.8667E-01
 2.26520E+00   1.4481E-01
 2.26599E+00   1.2985E-01
 2.26679E+00   1.3139E-01
 2.26996E+00   1.6030E-01
 2.27155E+00   1.6751E-01
 2.27235E+00   1.7927E-01
 2.27314E+00   2.0881E-01
 2.27394E+00   2.6444E-01
 2.27553E+00   4.1702E-01
 2.27632E+00   4.6242E-01
 2.27712E+00   4.6394E-01
 2.27951E+00   3.6297E-01
 2.28031E+00   3.4757E-01
 2.28111E+00   3.4733E-01
 2.28191E+00   3.6569E-01
 2.28271E+00   4.1688E-01
 2.28350E+00   5.2774E-01
 2.28430E+00   7.2108E-01
 2.28590E+00   1.2128E+00
 2.28670E+00   1.2992E+00
 2.28750E+00   1.1783E+00
 2.28910E+00   6.2522E-01
 2.28990E+00   4.2102E-01
 2.29071E+00   3.1513E-01
 2.29151E+00   2.7747E-01
 2.29231E+00   2.7346E-01
 2.29311E+00   2.8575E-01
 2.29391E+00   3.1593E-01
 2.29472E+00   3.8888E-01
 2.29552E+00   5.5641E-01
 2.29632E+00   8.8289E-01
 2.29713E+00   1.3835E+00
 2.29873E+00   2.6483E+00
 2.29954E+00   3.6819E+00
 2.30034E+00   5.7633E+00
 2.30115E+00   9.2782E+00
 2.30195E+00   1.3306E+01
 2.30276E+00   1.5700E+01
 2.30357E+00   1.4824E+01
 2.30437E+00   1.1109E+01
 2.30518E+00   6.6341E+00
 2.30598E+00   3.2202E+00
 2.30679E+00   1.3500E+00
 2.30760E+00   5.8611E-01
 2.30841E+00   3.4422E-01
 2.30921E+00   2.8410E-01
 2.31002E+00   2.7210E-01
 2.31326E+00   2.9190E-01
 2.31488E+00   3.3168E-01
 2.31569E+00   3.7323E-01
 2.31731E+00   4.8556E-01
 2.31812E+00   5.1000E-01
 2.31893E+00   4.8134E-01
 2.32055E+00   3.2519E-01
 2.32136E+00   2.6432E-01
 2.32218E+00   2.3603E-01
 2.32299E+00   2.3131E-01
 2.32624E+00   2.5503E-01
 2.32706E+00   2.6758E-01
 2.32787E+00   2.9756E-01
 2.32869E+00   3.6471E-01
 2.32950E+00   4.9026E-01
 2.33113E+00   8.7048E-01
 2.33195E+00   9.9474E-01
 2.33276E+00   9.8338E-01
 2.33358E+00   8.4309E-01
 2.33521E+00   4.6974E-01
 2.33603E+00   3.5351E-01
 2.33685E+00   2.9410E-01
 2.33767E+00   2.6995E-01
 2.34012E+00   2.6128E-01
 2.34504E+00   2.7700E-01
 2.35079E+00   3.6022E-01
 2.35161E+00   4.0059E-01
 2.35243E+00   4.9672E-01
 2.35326E+00   7.0385E-01
 2.35408E+00   1.0583E+00
 2.35490E+00   1.5016E+00
 2.35573E+00   1.8464E+00
 2.35655E+00   1.8847E+00
 2.35738E+00   1.5769E+00
 2.35820E+00   1.0911E+00
 2.35903E+00   6.5277E-01
 2.35985E+00   3.7802E-01
 2.36068E+00   2.5262E-01
 2.36151E+00   2.1544E-01
 2.36233E+00   2.2037E-01
 2.36316E+00   2.5845E-01
 2.36399E+00   3.5233E-01
 2.36481E+00   5.3545E-01
 2.36647E+00   1.0665E+00
 2.36730E+00   1.1892E+00
 2.36812E+00   1.0999E+00
 2.36978E+00   6.6654E-01
 2.37061E+00   5.8301E-01
 2.37144E+00   6.3303E-01
 2.37227E+00   7.7088E-01
 2.37476E+00   1.3158E+00
 2.37642E+00   1.5221E+00
 2.38225E+00   1.6678E+00
 2.38475E+00   1.6588E+00
 2.38809E+00   1.4688E+00
 2.39563E+00   1.7451E+00
 2.39814E+00   1.5872E+00
 2.40318E+00   1.2083E+00
 2.40486E+00   1.0463E+00
 2.40570E+00   1.0537E+00
 2.40655E+00   1.1951E+00
 2.40739E+00   1.4837E+00
 2.40907E+00   2.2062E+00
 2.40992E+00   2.4385E+00
 2.41160E+00   2.5720E+00
 2.41414E+00   2.5346E+00
 2.41498E+00   2.3982E+00
 2.41752E+00   1.5736E+00
 2.41836E+00   1.4254E+00
 2.41921E+00   1.3982E+00
 2.42345E+00   1.6282E+00
 2.42939E+00   1.8355E+00
 2.43109E+00   1.7076E+00
 2.43279E+00   1.5289E+00
 2.43449E+00   1.4847E+00
 2.43705E+00   1.6328E+00
 2.43876E+00   1.7219E+00
 2.44132E+00   1.4871E+00
 2.44217E+00   1.5038E+00
 2.44303E+00   1.6533E+00
 2.44474E+00   2.1167E+00
 2.44559E+00   2.2259E+00
 2.44645E+00   2.1764E+00
 2.44902E+00   1.5680E+00
 2.44987E+00   1.4792E+00
 2.45416E+00   1.5910E+00
 2.45932E+00   1.4997E+00
 2.46190E+00   1.4006E+00
 2.46276E+00   1.4454E+00
 2.46449E+00   1.7418E+00
 2.46621E+00   2.0049E+00
 2.46708E+00   1.9977E+00
 2.46967E+00   1.5822E+00
 2.47053E+00   1.4904E+00
 2.47313E+00   1.4828E+00
 2.47659E+00   1.4715E+00
 2.47919E+00   1.3891E+00
 2.48006E+00   1.4590E+00
 2.48266E+00   1.9319E+00
 2.48353E+00   1.9571E+00
 2.48614E+00   1.6972E+00
 2.48962E+00   1.6874E+00
 2.49398E+00   1.6627E+00
 2.49922E+00   1.5287E+00
 2.50886E+00   1.6573E+00
 2.51413E+00   1.5252E+00
 2.52118E+00   1.6240E+00
 2.52559E+00   1.5316E+00
 2.53090E+00   1.5881E+00
 2.53533E+00   1.5547E+00
 2.83569E+00   1.1358E+00
 3.23665E+00   7.9929E-01
 3.65062E+00   5.6444E-01
 3.66983E+00   5.5588E-01

2s4s3Se                      !Configuration name
0                            !Type of cross-section
1                            !Number of cross-section points
0.0000E+00

2p3s1Po                      !Configuration name
20                           !Type of cross-section
494                          !Number of cross-section points
 1.00000E+00   1.0696E+00
 1.18163E+00   9.5288E-01
 1.27975E+00   9.5866E-01
 1.33182E+00   1.0347E+00
 1.35723E+00   1.1890E+00
 1.36676E+00   1.5933E+00
 1.38070E+00   2.3045E+00
 1.39283E+00   2.9973E+00
 1.39673E+00   2.6603E+00
 1.40949E+00   1.2249E+00
 1.41147E+00   1.1359E+00
 1.43236E+00   1.1746E+00
 1.45917E+00   1.4080E+00
 1.47767E+00   1.7376E+00
 1.49117E+00   2.1665E+00
 1.50427E+00   2.9377E+00
 1.51748E+00   4.8448E+00
 1.51961E+00   5.7061E+00
 1.53135E+00   1.2987E+01
 1.53296E+00   1.5022E+01
 1.54535E+00   4.1367E+01
 1.54697E+00   4.0863E+01
 1.55838E+00   8.9231E+00
 1.55947E+00   6.5414E+00
 1.56001E+00   5.7345E+00
 1.56111E+00   4.8301E+00
 1.56877E+00   2.3920E+00
 1.57207E+00   1.4352E+00
 1.57317E+00   1.2237E+00
 1.57482E+00   1.0694E+00
 1.58532E+00   4.9708E-01
 1.58810E+00   4.3233E-01
 1.59813E+00   2.9184E-01
 1.61105E+00   2.5474E-01
 1.62349E+00   2.9405E-01
 1.63432E+00   3.9393E-01
 1.64522E+00   6.3849E-01
 1.64810E+00   7.9910E-01
 1.65562E+00   1.3362E+00
 1.65736E+00   1.6069E+00
 1.65968E+00   2.3358E+00
 1.66608E+00   4.7195E+00
 1.66666E+00   5.1113E+00
 1.66724E+00   5.7625E+00
 1.66783E+00   6.8523E+00
 1.66841E+00   8.5209E+00
 1.66899E+00   1.0794E+01
 1.67075E+00   1.9905E+01
 1.67778E+00   5.9148E+01
 1.67895E+00   6.2005E+01
 1.68071E+00   5.7372E+01
 1.68838E+00   1.4268E+01
 1.68897E+00   1.1521E+01
 1.68956E+00   9.2941E+00
 1.69015E+00   7.6843E+00
 1.69074E+00   6.6405E+00
 1.69192E+00   5.6164E+00
 1.69904E+00   2.7324E+00
 1.70083E+00   2.2754E+00
 1.70858E+00   1.5211E+00
 1.71217E+00   1.3031E+00
 1.72178E+00   9.9449E-01
 1.73387E+00   8.2152E-01
 1.74972E+00   7.2422E-01
 1.76942E+00   7.2348E-01
 1.78434E+00   8.1801E-01
 1.79435E+00   9.9913E-01
 1.80127E+00   1.2630E+00
 1.80759E+00   1.8322E+00
 1.80949E+00   2.1255E+00
 1.81139E+00   2.7115E+00
 1.81583E+00   4.5920E+00
 1.81646E+00   5.0526E+00
 1.81710E+00   5.7482E+00
 1.81773E+00   6.7875E+00
 1.81837E+00   8.2191E+00
 1.81964E+00   1.2043E+01
 1.82411E+00   2.7347E+01
 1.82538E+00   2.9734E+01
 1.82666E+00   2.8909E+01
 1.82922E+00   2.1312E+01
 1.83242E+00   1.0859E+01
 1.83370E+00   7.8933E+00
 1.83499E+00   6.2008E+00
 1.83820E+00   3.9243E+00
 1.84013E+00   2.7628E+00
 1.84142E+00   2.2147E+00
 1.84271E+00   1.9057E+00
 1.84787E+00   1.2479E+00
 1.85046E+00   1.0694E+00
 1.85695E+00   8.2449E-01
